User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
1279,Renee Hayes,dawnmiller@example.com,dawnmiller,28-05-1986,Female,Pamelastad,02-02-2024,01-02-2025,Monthly,Visa,Manual,Regular,Clothing,Documentary,Smartphone,Medium,4,2
1280,Edward Jenkins,leah52@example.com,leah52,28-05-1974,Male,Grahamfort,08-03-2024,08-03-2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Documentary,Smart TV,High,4.5,7
1281,Brandy Williamson,kevin03@example.com,kevin03,06-08-1981,Male,Leeview,02-02-2024,01-02-2025,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,Smartphone,Medium,4.3,2
1282,John Wolfe,lkent@example.net,lkent,03-11-1976,Female,Campbellfurt,19-03-2024,19-03-2025,Monthly,Visa,Auto-renew,Regular,Clothing,Horror,Tablet,Low,3.8,5
1283,Michael Cole,jennifer96@example.com,jennifer96,17-10-1969,Male,Owenschester,06-03-2024,06-03-2025,Monthly,Mastercard,Manual,Frequent,Books,Horror,Tablet,Low,3.7,2
1284,Krystal Walker,nicholas17@example.com,nicholas17,22-01-2004,Male,New Jennifer,19-02-2024,18-02-2025,Annual,Mastercard,Manual,Frequent,Books,Drama,Tablet,Medium,3.7,6
1285,Shawna Gonzales,robertking@example.net,robertking,28-04-1956,Female,Port Joehaven,28-02-2024,27-02-2025,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Smart TV,Low,3.2,6
1286,Maria Jensen,williamrogers@example.com,williamrogers,08-08-1951,Female,East Jorge,04-03-2024,04-03-2025,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,Medium,3.6,1
1287,Stephanie Randall,kathryn10@example.net,kathryn10,30-06-1970,Female,East Ronald,26-02-2024,25-02-2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.4,5
1288,John Bauer,amandamartin@example.com,amandamartin,27-07-1998,Male,Adrianborough,05-03-2024,05-03-2025,Monthly,Amex,Manual,Regular,Books,Sci-Fi,Smart TV,High,3.3,8
1289,Sean Davis,clayjamie@example.org,clayjamie,08-12-1949,Male,Howardmouth,16-02-2024,15-02-2025,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Tablet,Low,3.8,10
1290,Maria Walsh,abigailconrad@example.com,abigailconrad,03-06-1978,Male,Powellton,26-02-2024,25-02-2025,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Smartphone,Medium,3,4
1291,Damon Walker,brian46@example.org,brian46,22-09-1987,Male,Craigville,24-03-2024,24-03-2025,Annual,Visa,Auto-renew,Frequent,Books,Horror,Tablet,High,3.2,6
1292,Timothy Thompson,austin23@example.com,austin23,22-03-1959,Female,Lake Samanthashire,08-01-2024,07-01-2025,Annual,Visa,Manual,Regular,Books,Drama,Tablet,High,3.9,8
1293,Tyler Morgan,garymeyers@example.org,garymeyers,29-12-1989,Male,East Nathan,15-03-2024,15-03-2025,Monthly,Amex,Manual,Regular,Electronics,Drama,Smart TV,Medium,3.1,9
1294,David Davis,zpruitt@example.org,zpruitt,14-08-1995,Female,North Megan,17-02-2024,16-02-2025,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.3,0
1295,Cindy Decker,cohenpaul@example.net,cohenpaul,03-02-1976,Male,South Michelle,04-01-2024,03-01-2025,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,High,4.2,7
1296,Robert Wise,thomasthompson@example.net,thomasthompson,18-02-1977,Male,New Katie,08-02-2024,07-02-2025,Annual,Visa,Manual,Regular,Clothing,Romance,Smartphone,High,3.4,2
1297,Antonio Williams,hancockjesus@example.com,hancockjesus,10-08-1960,Female,East Kristinmouth,18-02-2024,17-02-2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,Tablet,Medium,3.9,2
1298,Dominique Lucas,umclaughlin@example.net,umclaughlin,09-04-2003,Male,Smithchester,06-02-2024,05-02-2025,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,Medium,4.1,3
1299,Megan Frank,ewilson@example.com,ewilson,30-04-1969,Female,New Kimberlymouth,12-02-2024,11-02-2025,Annual,Amex,Manual,Frequent,Books,Comedy,Tablet,High,4.5,0
1300,Troy Ramirez,kristy17@example.org,kristy17,16-07-1976,Male,Timothyfurt,13-01-2024,12-01-2025,Monthly,Visa,Manual,Frequent,Books,Documentary,Smart TV,Low,3.7,6
1301,Casey Perkins,cedwards@example.net,cedwards,25-04-1975,Male,Natalieburgh,11-03-2024,11-03-2025,Annual,Mastercard,Manual,Frequent,Books,Horror,Smartphone,Low,4.9,1
1302,Ashley Moody,daniel24@example.net,daniel24,25-01-1967,Female,Sherihaven,07-04-2024,07-04-2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Smart TV,Low,4.4,5
1303,Jennifer Coleman,thomasedward@example.net,thomasedward,08-12-1969,Female,East Tylerport,03-01-2024,02-01-2025,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,Low,3.2,2
1304,Ryan Santiago,gtaylor@example.net,gtaylor,30-03-1982,Male,East Amandafort,19-02-2024,18-02-2025,Monthly,Amex,Manual,Frequent,Electronics,Drama,Smart TV,Medium,4.2,9
1305,Craig Peters,williamsbenjamin@example.net,williamsbenjamin,26-09-1946,Female,Lake Kim,06-03-2024,06-03-2025,Monthly,Amex,Auto-renew,Regular,Books,Drama,Smartphone,Medium,3.5,1
1306,Sherri Banks,smithphillip@example.com,smithphillip,13-08-2002,Female,Melissaside,12-04-2024,12-04-2025,Monthly,Visa,Manual,Regular,Books,Action,Smart TV,High,4.3,7
1307,Monica Gomez,harringtonnicholas@example.org,harringtonnicholas,11-04-1959,Male,Mcguireport,22-02-2024,21-02-2025,Monthly,Visa,Auto-renew,Occasional,Clothing,Drama,Smartphone,High,4.8,9
1308,Cory Moreno,paul69@example.com,paul69,16-05-1995,Male,Lake Nancyland,19-03-2024,19-03-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,Medium,3.9,10
1309,Alejandro Rojas,warren18@example.net,warren18,08-02-1999,Female,Johnsonfort,04-02-2024,03-02-2025,Annual,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,4.5,2
1310,Richard Rowe,victoriaowens@example.com,victoriaowens,30-11-1975,Female,Hardinmouth,07-03-2024,07-03-2025,Annual,Amex,Manual,Frequent,Books,Action,Tablet,Low,4.3,10
1311,Erica Weaver,alvarezkelly@example.net,alvarezkelly,10-08-1942,Female,Ashleyland,17-01-2024,16-01-2025,Monthly,Amex,Manual,Occasional,Clothing,Romance,Tablet,Medium,3.9,10
1312,David Parks,ruth36@example.net,ruth36,15-10-1997,Male,Lake Tylerville,09-04-2024,09-04-2025,Monthly,Visa,Manual,Occasional,Books,Drama,Smartphone,Medium,4.7,4
1313,Donald Reynolds,miranda01@example.com,miranda01,20-08-2002,Male,Jamesville,02-04-2024,02-04-2025,Monthly,Amex,Manual,Occasional,Clothing,Action,Smart TV,High,4.8,8
1314,Tammy Santos DVM,mcculloughanthony@example.org,mcculloughanthony,25-10-1951,Male,Fieldsbury,05-02-2024,04-02-2025,Annual,Mastercard,Manual,Frequent,Clothing,Romance,Tablet,High,4.6,2
1315,Douglas Frank,joshua34@example.net,joshua34,31-01-1978,Male,Port Christianview,09-01-2024,08-01-2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,High,3.7,9
1316,Juan Duran,murillomisty@example.org,murillomisty,10-09-1949,Female,Erikberg,08-03-2024,08-03-2025,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,4.9,2
1317,Mrs. Maria Holland MD,emma23@example.com,emma23,18-12-2001,Female,North Eric,01-03-2024,01-03-2025,Monthly,Visa,Manual,Frequent,Books,Action,Tablet,Medium,3.9,1
1318,Rachael Miles DDS,michelle53@example.org,michelle53,24-03-1998,Female,Greenechester,18-02-2024,17-02-2025,Monthly,Mastercard,Manual,Occasional,Books,Drama,Smartphone,High,4.6,7
1319,Jeffrey Chambers,ocastillo@example.net,ocastillo,08-03-1935,Female,Jerryfurt,09-03-2024,09-03-2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smart TV,High,3.4,10
1320,Sheena Gaines,danahaynes@example.org,danahaynes,10-09-2004,Female,West Victoria,08-01-2024,07-01-2025,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smart TV,Medium,4,2
1321,Patrick Macdonald,riosmarie@example.com,riosmarie,22-01-1953,Female,North Andrew,06-03-2024,06-03-2025,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smart TV,High,4.2,7
1322,Elizabeth Wheeler,donaldmccullough@example.org,donaldmccullough,21-06-1941,Female,South Victorburgh,01-04-2024,01-04-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Tablet,High,3.6,3
1323,Joshua Williams,sherylgray@example.org,sherylgray,30-12-1977,Female,West Paulland,07-03-2024,07-03-2025,Annual,Amex,Manual,Frequent,Books,Romance,Tablet,High,4.3,1
1324,Kenneth Adkins,lewiswilliam@example.com,lewiswilliam,20-07-1954,Male,Deleonville,23-01-2024,22-01-2025,Monthly,Amex,Manual,Occasional,Electronics,Romance,Smartphone,Low,4.3,0
1325,Elizabeth Johnson,nwilson@example.com,nwilson,16-02-1997,Female,Lake Melissashire,26-03-2024,26-03-2025,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Medium,4.4,3
1326,William Mckee,ysanders@example.org,ysanders,05-01-1965,Male,Lake Stevenland,15-01-2024,14-01-2025,Monthly,Mastercard,Manual,Regular,Books,Drama,Smart TV,Medium,5,3
1327,Brittany Rowe,leachderek@example.com,leachderek,18-12-1961,Female,Gallagherborough,05-01-2024,04-01-2025,Monthly,Visa,Manual,Regular,Books,Action,Smartphone,Low,4.5,9
1328,Emily Howard,christopherbridges@example.net,christopherbridges,30-07-1967,Female,Walkerton,09-02-2024,08-02-2025,Monthly,Visa,Manual,Regular,Electronics,Documentary,Smart TV,High,4.9,0
1329,Christopher Mckay,jay38@example.org,jay38,25-08-1940,Female,West Lisa,04-03-2024,04-03-2025,Annual,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Tablet,Low,3.3,1
1330,Katherine Mckenzie,rreed@example.net,rreed,30-12-1937,Male,South Kellyville,08-03-2024,08-03-2025,Annual,Amex,Manual,Regular,Electronics,Action,Smart TV,Low,4.4,2
1331,Vanessa Fletcher,aaronwelch@example.org,aaronwelch,02-01-1987,Female,East Robertshire,23-02-2024,22-02-2025,Annual,Amex,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.5,7
1332,James Strickland,sonya57@example.org,sonya57,22-05-1949,Female,Lake Williamville,05-01-2024,04-01-2025,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Smartphone,Low,3.8,5
1333,Corey Thomas,melissamason@example.org,melissamason,02-12-2003,Male,East Darlenebury,22-01-2024,21-01-2025,Monthly,Mastercard,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Medium,4,8
1334,Phillip Wilson,sanchezlinda@example.com,sanchezlinda,03-09-1980,Male,Hartmouth,02-03-2024,02-03-2025,Monthly,Visa,Manual,Regular,Clothing,Romance,Smart TV,High,4.1,4
1335,Jason Thompson,wwhitaker@example.org,wwhitaker,01-07-2004,Male,East Johnville,13-02-2024,12-02-2025,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Medium,3.8,3
1336,Lindsay Clarke DVM,tina28@example.org,tina28,23-08-1942,Male,Terrihaven,08-04-2024,08-04-2025,Annual,Amex,Manual,Regular,Books,Drama,Smartphone,Low,4.8,8
1337,Tyler Hester,robert74@example.com,robert74,12-08-1934,Female,West Sergio,13-04-2024,13-04-2025,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Smartphone,Medium,4.5,4
1338,Kevin Haley,paige48@example.net,paige48,10-07-1981,Female,Joshuachester,17-01-2024,16-01-2025,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,Low,3.6,1
1339,Eric Roberts,holly03@example.org,holly03,23-10-1933,Male,West Kimberlyhaven,03-01-2024,02-01-2025,Annual,Visa,Manual,Frequent,Books,Documentary,Smartphone,Medium,3.1,10
1340,Karen Davidson,fanderson@example.com,fanderson,29-06-1984,Female,Kevinchester,05-03-2024,05-03-2025,Annual,Amex,Manual,Occasional,Electronics,Romance,Tablet,High,5,3
1341,Julia Moore,ewilson@example.com,ewilson,08-11-1941,Male,Martinezmouth,14-02-2024,13-02-2025,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smart TV,High,4.3,6
1342,Victor Hernandez,kathleen05@example.net,kathleen05,03-06-1982,Male,Valenzuelahaven,03-03-2024,03-03-2025,Annual,Visa,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.9,9
1343,Joseph Turner,raymond73@example.org,raymond73,28-02-1980,Male,Port Jessehaven,13-03-2024,13-03-2025,Annual,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Smart TV,Medium,4.5,8
1344,Brian Wright,katherinebrown@example.net,katherinebrown,04-03-1965,Female,Shermanland,05-01-2024,04-01-2025,Annual,Visa,Manual,Regular,Electronics,Comedy,Smart TV,High,4.7,9
1345,Robin Ellis,foxheather@example.net,foxheather,15-06-1956,Female,Maryshire,15-03-2024,15-03-2025,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,High,4.4,10
1346,John Gonzalez,shannon15@example.net,shannon15,18-10-1946,Female,Harrisonfort,06-04-2024,06-04-2025,Annual,Visa,Auto-renew,Regular,Clothing,Action,Smartphone,High,3.2,8
1347,Logan Edwards,wellsjonathan@example.net,wellsjonathan,23-07-1991,Male,Heathshire,19-01-2024,18-01-2025,Annual,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.7,2
1348,Brian Houston,ymartinez@example.com,ymartinez,02-09-1934,Male,East Kenneth,26-02-2024,25-02-2025,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Smartphone,Medium,4.2,4
1349,Jennifer Vazquez,madison87@example.net,madison87,30-09-1976,Female,Amychester,02-02-2024,01-02-2025,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Low,4.6,6
1350,Jason Lynn,hannahnewman@example.org,hannahnewman,23-02-1950,Male,East Robertside,26-02-2024,25-02-2025,Monthly,Amex,Auto-renew,Regular,Books,Romance,Tablet,High,3.7,3
1351,Sarah Shields,acrawford@example.com,acrawford,20-08-2000,Male,Bridgesshire,03-03-2024,03-03-2025,Annual,Visa,Manual,Occasional,Electronics,Romance,Smart TV,High,3.4,6
1352,Mary Thompson,patriciawoods@example.org,patriciawoods,26-09-1983,Male,Castrofort,21-03-2024,21-03-2025,Monthly,Visa,Manual,Frequent,Clothing,Horror,Smartphone,High,3.2,7
1353,Lauren Hartman,eclark@example.net,eclark,13-12-1949,Male,West Kenneth,06-03-2024,06-03-2025,Annual,Visa,Manual,Frequent,Books,Action,Smartphone,Low,3.7,9
1354,Stephanie Young DVM,nicholschad@example.net,nicholschad,20-01-1992,Female,South Richardberg,22-03-2024,22-03-2025,Annual,Amex,Manual,Occasional,Clothing,Documentary,Smartphone,Medium,4,4
1355,Michele Morris,andreamartin@example.org,andreamartin,26-12-1962,Female,Douglasfort,16-01-2024,15-01-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.2,9
1356,Michael Harrell,thomaswoodward@example.com,thomaswoodward,14-05-2004,Female,Lake Mitchellshire,18-03-2024,18-03-2025,Monthly,Amex,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.7,5
1357,Clayton Gordon,wallacemichael@example.net,wallacemichael,02-01-1963,Female,Andersontown,24-02-2024,23-02-2025,Annual,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Low,3.8,2
1358,Christopher Bishop,lclark@example.org,lclark,18-01-1940,Male,Danielburgh,11-01-2024,10-01-2025,Monthly,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smart TV,Low,4.3,2
1359,Michael Wood,johnstonseth@example.com,johnstonseth,26-06-1979,Female,East Robert,18-01-2024,17-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Smartphone,Low,4.5,5
1360,Mikayla Davis,andersonmark@example.com,andersonmark,03-04-1944,Female,Alexashire,05-02-2024,04-02-2025,Annual,Visa,Manual,Regular,Books,Sci-Fi,Tablet,Low,4.6,2
1361,Michael Lara,haileymcguire@example.org,haileymcguire,15-12-1937,Female,New Carlshire,16-01-2024,15-01-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Smartphone,Low,3.4,9
1362,Debra Alexander,owenscameron@example.com,owenscameron,18-01-1959,Male,Lake Vernonmouth,06-04-2024,06-04-2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Low,3.5,4
1363,Bradley Mendoza,djohnson@example.net,djohnson,02-05-1945,Male,Lake Melissamouth,26-01-2024,25-01-2025,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Low,3.7,1
1364,Cheryl Reid,michaelmorgan@example.com,michaelmorgan,29-07-1976,Female,Crystalchester,12-04-2024,12-04-2025,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Low,3.1,7
1365,Julia Hernandez,coxderek@example.com,coxderek,01-05-1947,Female,Copelandbury,06-03-2024,06-03-2025,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,High,4,1
1366,Jessica Harris,garrett60@example.com,garrett60,25-12-1952,Female,Patrickton,06-04-2024,06-04-2025,Annual,Amex,Auto-renew,Regular,Electronics,Drama,Tablet,High,3.7,6
1367,Michael Miller,pamaustin@example.com,pamaustin,06-09-1980,Female,South Andrewfurt,23-02-2024,22-02-2025,Monthly,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,High,3.1,6
1368,Michael Nichols,tom53@example.org,tom53,23-04-1964,Male,Juarezville,05-02-2024,04-02-2025,Annual,Mastercard,Manual,Regular,Books,Horror,Smartphone,Medium,3.7,7
1369,Emily Thomas,tyronerodriguez@example.org,tyronerodriguez,18-10-1936,Female,Bradleystad,04-01-2024,03-01-2025,Monthly,Amex,Auto-renew,Frequent,Books,Documentary,Smart TV,High,4.7,8
1370,Mason Wright,jwilkinson@example.org,jwilkinson,12-12-1998,Female,North Dominique,19-02-2024,18-02-2025,Annual,Amex,Manual,Occasional,Clothing,Drama,Smart TV,Medium,3.7,0
1371,Cynthia Matthews,owensjames@example.org,owensjames,09-04-1965,Female,Lake Thomas,28-01-2024,27-01-2025,Annual,Amex,Manual,Occasional,Books,Comedy,Smartphone,High,4.7,6
1372,Pamela Peterson,davidaustin@example.net,davidaustin,13-06-1995,Male,West Nataliemouth,15-02-2024,14-02-2025,Annual,Amex,Manual,Frequent,Electronics,Romance,Smart TV,Medium,4.3,10
1373,Patricia Reed,nathan93@example.com,nathan93,11-06-1933,Female,Contrerasbury,06-02-2024,05-02-2025,Annual,Mastercard,Manual,Regular,Clothing,Action,Tablet,High,3.5,0
1374,Raymond Smith,christineyoung@example.net,christineyoung,06-12-1995,Male,Thomasside,06-01-2024,05-01-2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.8,6
1375,Cynthia Dunn,rosspatrick@example.org,rosspatrick,23-09-1987,Female,New Ronaldfurt,22-02-2024,21-02-2025,Annual,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,High,3.6,5
1376,Steven Hull,christine33@example.com,christine33,23-06-1944,Male,Robertsonton,06-02-2024,05-02-2025,Annual,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.4,7
1377,Stephanie Anderson,dwilliams@example.net,dwilliams,18-12-1992,Female,East Dennis,01-04-2024,01-04-2025,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Smartphone,Low,4.6,5
1378,Daniel Fox,fishermary@example.net,fishermary,23-11-1983,Female,South Michaelville,30-03-2024,30-03-2025,Annual,Visa,Manual,Occasional,Clothing,Drama,Tablet,Medium,5,9
1379,Tamara Carson,browntimothy@example.net,browntimothy,16-04-1965,Male,North Leahville,05-01-2024,04-01-2025,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,4.5,2
1380,Paul Barrera,masonkimberly@example.net,masonkimberly,31-08-1933,Male,Samanthaland,21-03-2024,21-03-2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Low,3.2,0
1381,Michael Ayala,maxwellkeith@example.com,maxwellkeith,14-06-1941,Male,South Kelsey,09-04-2024,09-04-2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Documentary,Tablet,High,4.6,7
1382,Ryan Rollins,timothy34@example.net,timothy34,21-09-1957,Female,West Luishaven,10-03-2024,10-03-2025,Annual,Visa,Manual,Frequent,Clothing,Drama,Tablet,Medium,3.1,3
1383,Jacob Chavez,kendraschwartz@example.org,kendraschwartz,20-07-1966,Female,New Ethanstad,05-01-2024,04-01-2025,Monthly,Visa,Manual,Occasional,Books,Action,Smart TV,High,3,7
1384,Melissa Smith,aliciaperez@example.org,aliciaperez,12-11-1989,Female,Port Michaelville,05-04-2024,05-04-2025,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smart TV,Low,4.6,2
1385,Lisa Wilcox,darleneevans@example.org,darleneevans,29-07-1936,Female,Elliottfort,06-01-2024,05-01-2025,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,Low,3.7,4
1386,Mark Perez,greid@example.com,greid,14-01-2005,Female,Guzmanville,19-01-2024,18-01-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smartphone,Medium,3.4,2
1387,Brian Norris,kristin34@example.org,kristin34,30-05-1972,Female,Robinsonmouth,11-02-2024,10-02-2025,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Tablet,Low,3.3,10
1388,Holly Baker,cfernandez@example.net,cfernandez,03-03-1991,Female,Lake Desiree,05-03-2024,05-03-2025,Annual,Mastercard,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Medium,3.3,6
1389,Brian Miller,marcusking@example.com,marcusking,10-12-1957,Female,Johnsonside,05-03-2024,05-03-2025,Monthly,Visa,Auto-renew,Frequent,Books,Horror,Tablet,Low,3.7,0
1390,Joseph King,johnlee@example.com,johnlee,17-06-1934,Female,Isabellaside,15-01-2024,14-01-2025,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smart TV,Medium,3.5,0
1391,John Hardin,emckinney@example.com,emckinney,23-10-1941,Male,Port Steven,16-02-2024,15-02-2025,Annual,Visa,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.4,3
1392,Jennifer Gordon,sotodavid@example.com,sotodavid,28-02-1942,Male,Manuelmouth,23-02-2024,22-02-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,Medium,4.2,8
1393,Brandon Henderson,barry62@example.com,barry62,14-05-1942,Male,Lisaburgh,03-01-2024,02-01-2025,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smart TV,Medium,4.4,9
1394,Robert Knight,melissasimpson@example.net,melissasimpson,16-10-1934,Male,Chadberg,08-03-2024,08-03-2025,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smart TV,Low,3.3,2
1395,Crystal Brooks,ryanrichard@example.net,ryanrichard,07-02-1994,Female,Kathleenland,20-01-2024,19-01-2025,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Tablet,Medium,4,0
1396,Jessica Hopkins,yatestracey@example.net,yatestracey,29-11-1987,Female,Port Shawnshire,14-02-2024,13-02-2025,Monthly,Visa,Auto-renew,Regular,Clothing,Action,Tablet,High,4.6,6
1397,Jennifer Price,georgelane@example.net,georgelane,02-03-1945,Female,South Shane,10-01-2024,09-01-2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,Low,4,6
